	X	Y	OBJECTID	LocID	API	ConstructNumber	ConstructType	ConstructStatus	LocType	ElevationType	Depth	Latitude	Longitude	CoordsBH_N	CoordsBH_E	UTMZone	FootageNS	Dir_NS	FootageEW	Dir_EW	QtrQtr	Section	Township	TownshipDir	Range	RangeDir	Meridian	County	FORKLIFT_HASH
3	-110.042484006	40.377493391	133503	120315	4301331149	0	Vertical	P	BH			40.377487	-110.042473	4470096.0	581283.0	12.0	1045	FSL	1722.0	FWL	SESW	19.0	1.0	S	1.0	W	U	7.0	05c42a7af6508cf3
17	-110.052580276	40.4312249870001	133518	113070	4301350424	0	Vertical	LA	BH			40.431219	-110.052569	4476051.0	580362.0	12.0	660	FNL	1000.0	FEL	NENE	1.0	1.0	S	2.0	W	U	7.0	764d5d3189c823fc
25	-110.061786841	40.425354172	133527	131238	4301330014	0	Vertical	PA	BH			40.425348	-110.061776	4475391.0	579588.0	12.0	2808	FNL	1521.0	FWL	SENW	1.0	1.0	S	2.0	W	U	7.0	9193a49856884f16
37	-110.206470409	40.010919098	133543	125013	4301332816	0	Vertical	I	BH			40.010913	-110.206459	4429270.0	567726.0	12.0	660	FSL	660.0	FWL	SWSW	23.0	9.0	S	15.0	E	S	7.0	69c62c904dc08fdf
62	-110.221196362	40.0183168040001	133572	130250	4301332857	0	Vertical	I	BH			40.018311	-110.221185	4430080.0	566462.0	12.0	1949	FNL	1157.0	FWL	SENW	22.0	9.0	S	15.0	E	S	7.0	b7559c31810b66f3
141	-110.116539544	40.0376214780001	133663	118534	4301350442	0	Horizontal	LA	BH			40.037615	-110.116528	4432306.0	575372.0	12.0	150	FNL	450.0	FEL	NENE	16.0	9.0	S	16.0	E	S	7.0	27c0305a06046e90
309	-110.035820028	40.0630513830001	133848	113297	4301350546	0	Directional	P	BH			40.063045	-110.035809	4435200.0	582228.0	12.0	1490	FNL	1139.0	FWL	SWNW	5.0	9.0	S	17.0	E	S	7.0	3af0ef0d5d29d5e6
311	-109.988808553	40.038694358	133850	113765	4301351266	0	Directional	P	BH			40.038688	-109.988797	4432541.0	586268.0	12.0	125	FSL	1520.0	FEL	SWSE	10.0	9.0	S	17.0	E	S	7.0	ee289b016f55487e
314	-109.997104349	40.0556952950001	133853	113890	4301351469	0	Directional	P	BH			40.055689	-109.997093	4434420.0	585539.0	12.0	1099	FSL	1566.0	FWL	SESW	3.0	9.0	S	17.0	E	S	7.0	c79509ec2f6f5457
324	-110.028072309	40.04716597	133866	115946	4301330542	0	Vertical	I	BH			40.04716	-110.028061	4433444.0	582908.0	12.0	1980	FNL	1980.0	FEL	SWNE	8.0	9.0	S	17.0	E	S	7.0	eda16317a0caca75
383	-110.316377441	40.428049881	133931	120306	4301330208	0	Vertical	PA	BH			40.428044	-110.316366	4475492.0	557989.0	12.0	1381	FNL	1021.0	FEL		3.0	1.0	S	4.0	W	U	7.0	99e77de6b08ba375
396	-110.678152356	40.355027153	133944	116639	4301311450	0	Vertical	PA	BH			40.355021	-110.678141	4467212.0	527331.0	12.0	660	FNL	1980.0	FEL	NWNE	33.0	1.0	S	7.0	W	U	7.0	28aab052a44ea826
553	-110.11359337	40.259202902	134130	146176	4301353718	0	Horizontal	APD	BH			40.259197	-110.113582	4456903.0	575378.0	12.0	330	FSL	2310.0	FEL	SWSE	33.0	2.0	S	2.0	W	U	7.0	6fcd5ff7db2b3b74
679	-110.019275217	40.327253677	134273	115065	4301331203	0	Vertical	P	BH			40.327248	-110.019264	4464541.0	583315.0	12.0	1412	FNL	2380.0	FEL	SWNE	8.0	2.0	S	1.0	W	U	7.0	c912d3e27212452d
845	-110.316988631	40.261302933	134478	120863	4301351630	0	Vertical	LA	BH			40.261297	-110.316977	4456983.0	558080.0	12.0	1671	FSL	1139.0	FEL	NESE	34.0	2.0	S	4.0	W	U	7.0	cf8f889f194b4d78
982	-110.420808331	40.318861815	134641	136959	4301331080	0	Vertical	PA	BH			40.318856	-110.420797	4463309.0	549210.0	12.0	1654	FSL	1754.0	FWL	NESW	11.0	2.0	S	5.0	W	U	7.0	7824f89bd6d690c1
1007	-110.425883485	40.182224476	134668	152231	4301354042	0	Horizontal	APD	BH			40.182218	-110.425872	4448140.0	548877.0	12.0	600	FNL	330.0	FWL	NWNW	35.0	3.0	S	5.0	W	U	7.0	d9879dea66afd12a
1016	-110.57440151	40.229624712	134679	114294	4301331096	0	Vertical	PA	BH			40.229619	-110.57439	4453330.0	536208.0	12.0	948	FSL	933.0	FWL	SWSW	9.0	3.0	S	6.0	W	U	7.0	00a69ed3897bac23
1017	-110.507232143	40.2058346640001	134680	114380	4301330372	0	Vertical	PA	BH			40.205829	-110.507221	4450719.0	541937.0	12.0	2467	FNL	1501.0	FEL	SWNE	24.0	3.0	S	6.0	W	U	7.0	cb8648550f37272e
1041	-110.628113779	40.1877266340001	134711	128683	4301331636	0	Vertical	PA	BH			40.187721	-110.628102	4448659.0	531658.0	12.0	1506	FSL	1551.0	FWL	NESW	25.0	3.0	S	7.0	W	U	7.0	693d72a57cdaa82b
1067	-110.492610564	40.1780043890001	134743	126603	4301330501	0	Vertical	PA	BH			40.177998	-110.492599	4447637.0	543199.0	12.0	3247	FSL	2610.0	FWL	SWNE	31.0	3.0	S	5.0	W	U	7.0	00fe2ecc2d7e6a34
1081	-110.426639343	40.250059924	134758	151941	4301354035	0	Horizontal	APD	BH			40.250053	-110.426628	4455669.0	548764.0	12.0	2300	FNL	135.0	FWL	SWNW	2.0	3.0	S	5.0	W	U	7.0	3cdcac4359aac2c3
1087	-110.593527878	40.178186451	134769	111712	4301350756	0	Directional	S	BH			40.17818	-110.593517	4447613.0	534607.0	12.0	2042	FNL	831.0	FWL	SWNW	32.0	3.0	S	6.0	W	U	7.0	6a69f80dc5f56fd4
1109	-110.636547238	40.1857352930001	134798	123778	4301351598	0	Directional	P	BH			40.185729	-110.636536	4448435.0	530941.0	12.0	790	FSL	806.0	FEL	SESE	26.0	3.0	S	7.0	W	U	7.0	daee7bd4ab78e662
1177	-110.496949603	40.2313861530001	134884	130491	4301331327	0	Vertical	P	BH			40.23138	-110.496938	4453560.0	542796.0	12.0	1538	FSL	1349.0	FWL	NESW	7.0	3.0	S	5.0	W	U	7.0	dc296f7091982a6f
1381	-110.140291018	40.2672783940001	135155	116586	4301352119	0	Directional	LA	BH			40.267272	-110.14028	4457777.0	573099.0	12.0	1980	FNL	810.0	FWL	SWNW	32.0	2.0	S	2.0	W	U	7.0	b11359fcacd5df28
1395	-110.081593005	40.259412814	135169	129702	4301353423	0		LA	BH			40.259407	-110.081582	4456954.0	578099.0	12.0	330	FSL	1320.0	FWL	S-SW	35.0	2.0	S	2.0	W	U	7.0	cc22df9f4545791f
1399	-110.052343047	40.3346555090001	135174	136371	4301351844	0	Vertical	P	BH			40.334649	-110.052332	4465332.0	580497.0	12.0	1498	FSL	1079.0	FEL	NESE	1.0	2.0	S	2.0	W	U	7.0	b58a3307a9495930
1404	-110.083649768	40.3021866620001	135179	144309	4301334304	1	Horizontal	CP	BH			40.302181	-110.083639	4461700.0	577875.0	12.0	200	FSL	760.0	FWL	SWSW	14.0	2.0	S	2.0	W	U	7.0	a5c105abecddd8f5
1446	-110.147511328	40.258917196	135230	154203	4301354078	0	Horizontal	NEW	BH			40.258911	-110.147499	4456843.0	572494.0	12.0	330	FSL	1190.0	FEL	SESE	31.0	2.0	S	2.0	W	U	7.0	cd690b9cd12abb5d
1536	-110.66912348	40.366344279	135341	123211	4301330074	0	Vertical	PA	BH			40.366338	-110.669112	4468471.0	528093.0	12.0	1825	FNL	553.0	FWL	SWNW	27.0	1.0	S	7.0	W	U	7.0	69ee5407806f0dc2
1600	-110.00820293	40.2867264180001	135408	112448	4301353398	0		LA	BH			40.28672	-110.008192	4460053.0	584306.0	12.0	330	FNL	660.0	FWL	NWNW	28.0	2.0	S	1.0	W	U	7.0	84ca0689fdf90eb8
1640	-109.997682398	40.2885456870001	135455	148314	4301353916	0	Horizontal	RET	BH			40.28854	-109.997673	4460265.0	585198.0	12.0	330	FSL	1650.0	FEL	SWSE	21.0	2.0	S	1.0	W	U	7.0	4beb1319404c6085
1658	-110.082201287	40.318788012	135476	117296	4301334304	0	Vertical	P	BH			40.318782	-110.08219	4463544.0	577979.0	12.0	1070	FSL	1144.0	FWL	SWSW	11.0	2.0	S	2.0	W	U	7.0	2376ca5b2353728d
1659	-110.157849162	40.342201624	135479	119368	4301331140	0	Vertical	P	BH			40.342195	-110.157838	4466079.0	571527.0	12.0	949	FNL	1001.0	FWL		6.0	2.0	S	2.0	W	U	7.0	d8775f4fa0401b3a
1697	-110.040964439	40.0172626510001	135519	123148	4301353062	0	Directional	LA	BH			40.017257	-110.040953	4430113.0	581844.0	12.0	2947	FSL	323.0	FEL	SENE	19.0	9.0	S	17.0	E	S	7.0	b69640ee3f1d1f8f
1730	-110.007057014	40.063862525	135554	127926	4301351037	0	Directional	P	BH			40.063856	-110.007046	4435317.0	584680.0	12.0	1283	FNL	1358.0	FEL		4.0	9.0	S	17.0	E	S	7.0	2272492558ee47b7
1792	-110.049302649	40.0598112820001	135622	137461	4301333499	0	Directional	PA	BH			40.059805	-110.049291	4434828.0	581082.0	12.0	2875	FSL	2685.0	FWL	NESW	6.0	9.0	S	17.0	E	S	7.0	88538e293b01941d
1873	-110.072895703	40.369209663	135714	110752	4301330903	0	Vertical	PA	BH			40.369203	-110.072884	4469149.0	578711.0	12.0	1700	FNL	1525.0	FEL	SWNE	26.0	1.0	S	2.0	W	U	7.0	389adcfc774e8f3a
2216	-110.258652361	40.015688405	136167	136939	4301331798	0	Vertical	I	BH			40.015682	-110.258641	4429761.0	563268.0	12.0	1980	FSL	660.0	FEL	NESE	30.0	5.0	S	3.0	W	U	7.0	ca42161c373e8fcd
2245	-110.314942043	40.077948937	136211	119844	4301352237	0	Directional	P	BH			40.077943	-110.314931	4436633.0	558411.0	12.0	2133	FNL	609.0	FEL	SENE	3.0	5.0	S	4.0	W	U	7.0	930c33b34c4ba749
2250	-110.379998214	40.0483043740001	136216	121330	4301352609	0	Directional	P	BH			40.048298	-110.379987	4433302.0	552887.0	12.0	2048	FNL	2010.0	FWL	SENW	18.0	5.0	S	4.0	W	U	7.0	552d7d837fcd7035
2315	-110.324348389	40.026874627	136287	134033	4301332593	0	Vertical	P	BH			40.026869	-110.324337	4430958.0	557652.0	12.0	728	FSL	1933.0	FWL	SESW	22.0	5.0	S	4.0	W	U	7.0	ba4e34a38fece6a8
2391	-110.422841762	40.001621297	136383	130654	4301333782	0	Directional	P	BH			40.001615	-110.422831	4428096.0	549266.0	12.0	2014	FSL	457.0	FWL	NWSW	35.0	5.0	S	5.0	W	U	7.0	115a062626cf840a
2418	-110.477239211	40.0104116420001	136410	152049	4301333807	0	Directional	OPS	BH			40.010406	-110.477228	4429043.0	544617.0	12.0	663	FSL	781.0	FEL	SWSW	29.0	5.0	S	5.0	W	U	7.0	e8771d32c237569d
2437	-110.542421712	39.997866469	136430	120426	4301351647	0	Vertical	P	BH			39.99786	-110.54241	4427620.0	539061.0	12.0	690	FSL	1620.0	FEL	SWSE	34.0	5.0	S	6.0	W	U	7.0	43edb6e068a7db6d
2446	-110.52080378	40.0152399770001	136439	124320	4301351381	0	Directional	P	BH			40.015234	-110.520793	4429558.0	540896.0	12.0	1805	FSL	775.0	FEL	NESE	26.0	5.0	S	6.0	W	U	7.0	55aa15932dc86ad7
2451	-110.547549348	40.0001570580001	136446	126878	4301351900	0	Directional	LA	BH			40.000151	-110.547538	4427872.0	538622.0	12.0	1530	FSL	2200.0	FWL	NESW	34.0	5.0	S	6.0	W	U	7.0	0afd5153ef090c94
2528	-110.345040353	39.990603305	136529	114627	4301333450	0	Vertical	P	BH			39.990597	-110.345029	4426919.0	555916.0	12.0	1980	FNL	1252.0	FWL	SWNW	4.0	6.0	S	4.0	W	U	7.0	51747b10bd9aa1dd
2749	-110.263180369	39.9977880550001	136801	113520	4301352928	0	Directional	LA	BH			39.997782	-110.263169	4427771.0	562898.0	12.0	660	FSL	1980.0	FEL	SWSE	31.0	5.0	S	3.0	W	U	7.0	8970c7930b5d6217
2770	-110.235079459	40.0374556130001	136852	129516	4301331735	0	Vertical	I	BH			40.037449	-110.235068	4432194.0	565259.0	12.0	660	FNL	660.0	FWL	NWNW	21.0	5.0	S	3.0	W	U	7.0	a030ec20b1656c51
2783	-110.366568441	40.041420443	136885	110194	4301331546	0	Vertical	P	BH			40.041414	-110.366557	4432546.0	554038.0	12.0	796	FSL	645.0	FWL	SWSW	17.0	5.0	S	4.0	W	U	7.0	f49da63864392767
2807	-110.295573261	40.026081607	136915	116746	4301332927	0	Vertical	P	BH			40.026075	-110.295562	4430889.0	560108.0	12.0	494	FSL	521.0	FEL	SESE	23.0	5.0	S	4.0	W	U	7.0	ecf0e776e00d8846
2852	-110.347898074	40.0337307500001	136963	129250	4301333324	0	Vertical	P	BH			40.033725	-110.347887	4431704.0	555637.0	12.0	1980	FNL	600.0	FWL	SWNW	21.0	5.0	S	4.0	W	U	7.0	b35d830232d73eda
2856	-110.291715092	40.073890088	136969	130884	4301330863	0	Vertical	PA	BH			40.073884	-110.291704	4436198.0	560395.0	12.0	2022	FSL	626.0	FWL	NWSW	1.0	5.0	S	4.0	W	U	7.0	3154b9d16eadc1d7
2858	-110.329001798	40.055498239	136971	131197	4301350892	0	Directional	PA	BH			40.055492	-110.328991	4434132.0	557231.0	12.0	660	FSL	660.0	FWL	SWSW	10.0	5.0	S	4.0	W	U	7.0	90f24fbb6abcd571
2890	-110.412977481	40.030339713	137007	113227	4301333358	0	Directional	P	BH			40.030334	-110.412966	4431289.0	550087.0	12.0	2014	FSL	2052.0	FEL	NWSE	23.0	5.0	S	5.0	W	U	7.0	6c978f24329e08cf
2917	-110.48309901	40.0195467500001	137034	125204	4301352855	0	Directional	LA	BH			40.019541	-110.483088	4430054.0	544111.0	12.0	1960	FNL	650.0	FEL	SENE	30.0	5.0	S	5.0	W	U	7.0	169b57db00f48579
2923	-110.401106532	40.0140705470001	137040	127392	4301333184	0	Directional	P	BH			40.014064	-110.401095	4429490.0	551112.0	12.0	1271	FSL	1362.0	FWL	NESW	25.0	5.0	S	5.0	W	U	7.0	c6b880482f4cd1e7
2936	-110.402850529	40.055947454	137053	130625	4301352593	0	Directional	LA	BH			40.055941	-110.402839	4434137.0	550932.0	12.0	850	FSL	840.0	FWL	SWSW	12.0	5.0	S	5.0	W	U	7.0	1c2609840c45bb50
2940	-110.412819866	40.0555479270001	137058	132015	4301352567	0	Directional	LA	BH			40.055542	-110.412809	4434087.0	550082.0	12.0	660	FSL	1960.0	FEL	SWSE	11.0	5.0	S	5.0	W	U	7.0	de302c443e3839f6
2966	-110.595018953	40.07742869	137086	114258	4301351342	0	Directional	P	BH			40.077423	-110.595008	4436429.0	534531.0	12.0	1960	FNL	726.0	FEL	SENE	6.0	5.0	S	6.0	W	U	7.0	072b57a3cd6be30a
2978	-110.557382916	40.023025708	137100	119824	4301350865	0	Directional	P	BH			40.02302	-110.557372	4430406.0	537770.0	12.0	614	FNL	656.0	FEL	NENE	28.0	5.0	S	6.0	W	U	7.0	4abd67f823c8c592
2998	-110.521570106	40.0732654830001	137125	134035	4301351893	0	Directional	LA	BH			40.073259	-110.521559	4435998.0	540796.0	12.0	1839	FSL	1048.0	FEL	NESE	2.0	5.0	S	6.0	W	U	7.0	f41413281c252b35
3021	-110.249116594	40.0699639200001	137178	135679	4301331455	0	Vertical	PA	BH			40.069958	-110.249105	4435792.0	564031.0	12.0	590	FSL	1984.0	FWL	SESW	5.0	5.0	S	3.0	W	U	7.0	3f049a4a764dc8ea
3024	-110.244837639	40.0230952210001	137184	137097	4301332199	0	Vertical	I	BH			40.023089	-110.244826	4430593.0	564440.0	12.0	622	FNL	2075.0	FEL	NWNE	29.0	5.0	S	3.0	W	U	7.0	7ce25c2d0eb3a543
3052	-110.361799853	40.0700809050001	137222	116193	4301352493	0	Directional	P	BH			40.070075	-110.361789	4435730.0	554422.0	12.0	659	FSL	1979.0	FWL	SESW	5.0	5.0	S	4.0	W	U	7.0	3a276a0c62c07676
3072	-110.355989749	40.012080724	137243	120253	4301332561	0	Vertical	P	BH			40.012075	-110.355979	4429296.0	554964.0	12.0	643	FSL	1655.0	FEL	SWSE	29.0	5.0	S	4.0	W	U	7.0	d949423cdd3513cd
3085	-110.343047238	40.0811840010001	137256	122894	4301352145	0	Directional	P	BH			40.081178	-110.343036	4436974.0	556012.0	12.0	800	FNL	1929.0	FWL		4.0	5.0	S	4.0	W	U	7.0	ce790f66abdeaad3
3111	-110.384673603	40.077223136	137288	130982	4301352326	0	Directional	P	BH			40.077217	-110.384662	4436509.0	552466.0	12.0	1992	FNL	639.0	FWL		6.0	5.0	S	4.0	W	U	7.0	59c4c1bc496e4876
3112	-110.380188936	40.069955512	137289	131214	4301352455	0	Directional	P	BH			40.069949	-110.380178	4435705.0	552854.0	12.0	635	FSL	1913.0	FWL	SESW	6.0	5.0	S	4.0	W	U	7.0	9929a1ace1e68efa
3125	-110.384319011	40.0228030540001	137306	135780	4301331550	0	Vertical	P	BH			40.022797	-110.384308	4430469.0	552538.0	12.0	751	FNL	740.0	FWL		30.0	5.0	S	4.0	W	U	7.0	7c4871b1560a007c
3148	-110.440593247	40.051495872	137331	113785	4301351292	0	Horizontal	LA	BH			40.05149	-110.440582	4433622.0	547716.0	12.0	800	FNL	800.0	FWL	NWNW	15.0	5.0	S	5.0	W	U	7.0	f659a5d1822bb8bc
3284	-110.54840394	40.044686427	137471	130680	4301353189	0	Directional	RET	BH			40.04468	-110.548393	4432814.0	538524.0	12.0	1980	FSL	1980.0	FWL	NESW	15.0	5.0	S	6.0	W	U	7.0	c3ea867f355d0c90
3302	-110.538951311	40.05921784	137491	137635	4301350987	0	Directional	P	BH			40.059212	-110.53894	4434431.0	539322.0	12.0	1902	FSL	668.0	FEL	NESE	10.0	5.0	S	6.0	W	U	7.0	b21e5fd9cd6c571b
