WellsFile
WellName,API,Operator,OperatorNo,FieldName,Ground_Elev,Kelly_Elev,Floor_Elev,FootageNS,NS,FootageEW,EW,UTM_Surf_N,UTM_Surf_E,Latitude,Longitude,QuarterQuarter,Sec,Township,TownshipDir,Range,RangeDir,PM,CountyName,Dir_Horiz,Dir_Vert,Dir_Direct,Confidential,ConfRelDate,LeaseNumber,LeaseType,SurfaceOwner,AbandonDate,wellstatus,welltype,TotCum_Oil,TotCum_Gas,TotCum_Water,Ind_Tribe,Multi_Lats,OriginalFieldType,UnitName
Hamblin 2-26-A2,43013309030000,Alt±mont Energy Oper±ting LLC,104421,BLUEBELL,,5562.0,,1700,N,1525,E,4469149.0,578711.0,40.369203,-110.072884,SWNE,26,1.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,2020-06-29 00:00:00.000,PA,OW,219887.0,262745.0,209691.0,,0,DEVELOPMENT,
Smith 2-7C5,43013313270000,Alt±mont Energy Oper±ting LLC,104421,ALTAMONT                 ,,6061.0,,1538,S,1349,W,4453560.0,542796.0,40.23138,-110.496938,NESW,7,3.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4855,INDIAN,FEE,,P,OW,180771.0,678199.0,2222672.0,,0,DEVELOPMENT,
Lamb 2-16A2,43013313900000,Alt±mont Energy Oper±ting LLC,104421,BLUEBELL,,5880.0,,660,N,1120,E,4472656.0,575592.0,40.401084,-110.109202,NENE,16,1.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,,P,OW,83208.0,109578.0,154568.0,,0,DEVELOPMENT,
Mecham 3-1B2,43013518440000,Alt±mont Energy Oper±ting LLC,104421,BLUEBELL,5267.0,,,1498,S,1079,E,4465340.0,580494.0,40.334722,-110.052366,NESE,1,2.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,2014-10-08 00:00:00.000,ML- 22871,STATE,FEE,,P,OW,164936.0,241024.0,348578.0,,0,DEVELOPMENT,
Moonshadow Ranches 14-20-2-1E,43013534680000,"B±dl±nds Energy-Ut±h, LLC",100166,BLUEBELL,5071.0,,,550,S,656,W,4460418.0,592335.0,40.28916,-109.913698,SWSW,20,2.0,S,1.0,E,U,DUCHESNE,N,Y,N,No,,FEE,FEE,FEE,,RET,OW,,,,,0,DEVELOPMENT,
Altamont SWD 1,43013303720000,B±rrett Resources Corp,100188,ALTAMONT                 ,5820.0,,,2467,N,1501,E,4450719.0,541937.0,40.205829,-110.507221,SWNE,24,3.0,S,6.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-1137,INDIAN,FEE,1999-07-17 00:00:00.000,PA,WD,0.0,0.0,0.0,,0,DEVELOPMENT,
Ute Tribal 3-20,43013316630000,B±rrett Resources Corp,100188,BRUNDAGE CANYON          ,6597.0,,,320,N,2090,W,4432206.0,554499.0,40.038322,-110.361182,NENW,20,5.0,S,4.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-3529,INDIAN,INDIAN,,LA,OW,0.0,0.0,0.0,,0,DEVELOPMENT,
LC Tribal 11-15D-56,43013531890000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,7438.0,,,1093,S,2380,E,4432545.0,538803.0,40.042244,-110.545138,SWSE,15,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,1420H626436,INDIAN,FEE,,RET,OW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 15-11D-55,43013525670000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6723.0,,,692,S,846,E,4434098.0,550421.0,40.055621,-110.408833,SESE,11,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,1420H625670,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 14-5D-54,43013524930000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6390.0,,,1795,S,1786,W,4436068.0,554368.0,40.073123,-110.362393,NESW,5,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2015-08-14 00:00:00.000,1420H625667,INDIAN,INDIAN,,P,OW,20656.0,287868.0,20108.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Ute Tribal 15-12D-55,43013525490000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6520.0,,,1893,S,2038,E,4434452.0,551652.0,40.058735,-110.394373,NWSE,12,5.0,S,5.0,W,U,DUCHESNE,N,N,N,No,,1420H624778,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 13-12D-55,43013525930000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6576.0,,,2055,S,1817,W,4434500.0,551224.0,40.059194,-110.399387,NESW,12,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,1420H624778,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
State Tribal 6-18D-54,43013526090000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6530.0,,,710,N,2301,W,4433690.0,552981.0,40.051788,-110.378853,NENW,18,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2015-06-27 00:00:00.000,1420H624919,INDIAN,STATE,,P,OW,21342.0,97896.0,16210.0,UTE,0,DEVELOPMENT,
Ute Tribal 8-30D-55,43013528550000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7669.0,,,2489,S,404,W,4429805.0,544435.0,40.01728,-110.479308,NWSW,29,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,1420H625059,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
Abbott Fee 5-6D-54,43013523260000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6340.0,,,2536,N,2039,W,4436354.0,552889.0,40.075794,-110.379714,SENW,6,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2015-05-01 00:00:00.000,Fee,FEE,FEE,,P,OW,11703.0,204931.0,23346.0,,0,DEVELOPMENT,
Evans Tribal 8-3D-54,43013522370000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6160.0,,,895,N,619,E,4437004.0,558418.0,40.081285,-110.314815,NENE,3,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2015-02-18 00:00:00.000,1420H625658,INDIAN,FEE,,P,OW,28854.0,102586.0,21560.0,UTE,0,DEVELOPMENT,
State Tribal 14-6D-54,43013524550000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6431.0,,,1298,S,1155,W,4435897.0,552622.0,40.071694,-110.382883,SWSW,6,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2015-07-16 00:00:00.000,1420H625661,INDIAN,STATE,,P,OW,8513.0,30502.0,22026.0,UTE,0,DEVELOPMENT,
Ute Tribal 31-03,43013311880000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,,6753.0,,422,N,2338,W,4429029.0,562609.0,40.009137,-110.266433,NENW,31,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,INDIAN,INDIAN,INDIAN,,P,OW,36535.0,189966.0,32626.0,,0,DEVELOPMENT,
Ute Tribal 16-13,43013311660000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,,6337.0,,750,S,500,W,4432624.0,565196.0,40.041328,-110.235763,SWSW,16,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3511,INDIAN,INDIAN,,I,WI,40544.0,79001.0,18716.0,UTE,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 28-05,43013308020000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6530.0,,,2583,N,712,W,4430001.0,565290.0,40.01769,-110.234926,SWNW,28,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3517,INDIAN,INDIAN,,A,WI,45745.0,858377.0,51049.0,,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 29-02,43013321990000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6496.0,,,622,N,2075,E,4430593.0,564440.0,40.023089,-110.244826,NWNE,29,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3518,INDIAN,INDIAN,,I,WI,2274.0,13931.0,5297.0,UTE,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 18-04E,43013324900000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6168.0,,,1210,N,1191,W,4433608.0,562195.0,40.05042,-110.270844,NWNW,18,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3513,INDIAN,INDIAN,,P,OW,78808.0,45822.0,161088.0,UTE,0,DEVELOPMENT,
Ute Tribal 15-29-54,43013325610000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6818.0,,,643,S,1655,E,4429296.0,554964.0,40.012075,-110.355979,SWSE,29,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,2006-02-26 00:00:00.000,14-20-H62-5036,INDIAN,INDIAN,,P,OW,63247.0,245884.0,42728.0,UTE,0,DEVELOPMENT,
Ute Tribal 14-22-54,43013325930000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6544.0,,,728,S,1933,W,4430958.0,557652.0,40.026869,-110.324337,SESW,22,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,2005-08-23 00:00:00.000,14-20-H62-3415,INDIAN,INDIAN,,P,OW,24629.0,195247.0,8734.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Ute Tribal 19-06,43013318280000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6055.0,,,1980,N,1980,W,4431781.0,562465.0,40.03394,-110.267855,SENW,19,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3514,INDIAN,INDIAN,,P,OW,74734.0,91573.0,50737.0,,0,DEVELOPMENT,
Ute Tribal 30-09,43013317980000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6646.0,,,1980,S,660,E,4429761.0,563268.0,40.015682,-110.258641,NESE,30,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3519,INDIAN,INDIAN,,I,WI,44131.0,70556.0,6948.0,,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 19-07,43013319650000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6240.0,,,1661,N,2013,E,4431878.0,562846.0,40.034786,-110.263381,SWNE,19,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3514,INDIAN,INDIAN,,I,WI,7387.0,8701.0,2959.0,,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 21-04,43013317350000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6327.0,,,660,N,660,W,4432194.0,565259.0,40.037449,-110.235068,NWNW,21,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3516,INDIAN,INDIAN,,I,WI,46341.0,65844.0,47812.0,,0,DEVELOPMENT,ANTELOPE CREEK
Ute Triblal 05-14,43013314550000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,,5930.0,,590,S,1984,W,4435792.0,564031.0,40.069958,-110.249105,SESW,5,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3504,INDIAN,INDIAN,2021-09-23 00:00:00.000,PA,OW,1164.0,4182.0,8536.0,,0,DEVELOPMENT,
Ute Tribal 13-17,43013315460000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6556.0,,,796,S,645,W,4432546.0,554038.0,40.041414,-110.366557,SWSW,17,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4659,INDIAN,INDIAN,,P,OW,61521.0,222800.0,19474.0,,0,DEVELOPMENT,BRUNDAGE CANYON
Ute Tribal 4-30,43013315500000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6895.0,,,751,N,740,W,4430469.0,552538.0,40.022797,-110.384308,NWNW,30,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,INDIAN,INDIAN,INDIAN,,P,OW,61892.0,504398.0,11046.0,,0,DEVELOPMENT,
LC Tribal 14-16D-56,43013342830000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,6696.0,,,121,S,1097,W,4432238.0,536650.0,40.039574,-110.570393,SWSW,16,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-5500,INDIAN,FEE,,LA,OW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 03-05,43013342890000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,5908.0,,,2871,N,752,W,4436572.0,566859.0,40.076765,-110.215864,SWNW,3,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3502,INDIAN,INDIAN,,P,OW,12629.0,46512.0,16531.0,UTE,0,DEVELOPMENT,
Ute Tribal 28-07,43013342910000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6426.0,,,1754,N,576,E,4430257.0,565940.0,40.019946,-110.227284,SWNE,28,5.0,S,3.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3517,INDIAN,INDIAN,,P,OW,41813.0,103491.0,241795.0,UTE,0,DEVELOPMENT,
Federal 13-1D-65,43013503290000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7424.0,,,1902,S,963,W,4426466.0,551019.0,39.986826,-110.402423,NWSW,1,6.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,UTU-77326,FEDERAL,FEDERAL,,P,OW,16210.0,127892.0,3798.0,,0,DEVELOPMENT,ASHLEY FOREST
Ute Tribal 12-35D-55,43013337820000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7313.0,,,1751,S,1865,W,4428017.0,549694.0,40.000878,-110.417823,NESW,35,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-4945,INDIAN,INDIAN,,P,OW,16942.0,564927.0,4083.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Foy Tribal 12H-33-55,43013337990000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6689.0,,,2424,S,753,E,4428203.0,547296.0,40.002692,-110.445901,NESE,33,5.0,S,5.0,W,U,DUCHESNE,Y,N,N,No,2012-12-28 00:00:00.000,14-20-H62-5027,INDIAN,FEE,,P,OW,36535.0,94281.0,6163.0,UTE,0,DEVELOPMENT,
Ute Tribal 13-29D-55,43013338070000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7708.0,,,560,S,82,W,4429216.0,544342.0,40.011979,-110.480438,SWSW,29,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,Yes,,14-20-H62-5020,INDIAN,INDIAN,,OPS,OW,,,,UTE,0,DEVELOPMENT,
Moon Tribal 16-23-54,43013329270000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6564.0,,,494,S,521,E,4430889.0,560108.0,40.026075,-110.295562,SESE,23,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-4943,INDIAN,FEE,,P,OW,60982.0,225907.0,15690.0,UTE,0,DEVELOPMENT,
Ute Tribal 12Q-25-55,43013331840000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7037.0,,,1869,S,675,W,4429657.0,550914.0,40.015581,-110.403402,NWSW,25,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-3537,INDIAN,INDIAN,,P,OW,15133.0,142509.0,6914.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Ute Tribal 5-21-54,43013333240000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6496.0,,,1980,N,600,W,4431704.0,555637.0,40.033725,-110.347887,SWNW,21,5.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,14-20-H62-3414,INDIAN,INDIAN,,P,OW,8055.0,149047.0,5852.0,UTE,0,DEVELOPMENT,
Ute Tribal 10-23D-55,43013333580000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6419.0,,,1482,S,1126,E,4431138.0,550348.0,40.028958,-110.409919,NESE,23,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-3443,INDIAN,INDIAN,,P,OW,15978.0,114932.0,13356.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Federal 5-4-64,43013334500000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6715.0,,,1980,N,1252,W,4426919.0,555916.0,39.990597,-110.345029,SWNW,4,6.0,S,4.0,W,U,DUCHESNE,N,Y,N,No,,UTU-77314,FEDERAL,FEDERAL,,P,OW,15774.0,40707.0,6482.0,,0,EXTENSION,
Ute Tribal 15-28D-55,43013336230000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7412.0,,,1773,S,1858,E,4429599.0,546951.0,40.015288,-110.449842,NWSE,28,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-5019,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
LC Tribal 15-34-56,43013516470000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,8211.0,,,690,S,1620,E,4427620.0,539061.0,39.99786,-110.54241,SWSE,34,5.0,S,6.0,W,U,DUCHESNE,N,Y,N,No,2014-07-14 00:00:00.000,2OG0005500,INDIAN,FEE,,P,OW,38367.0,187686.0,136559.0,UTE,0,WILDCAT,
Ute Tribal 18-16J,43013512000000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6145.0,,,900,S,687,E,4432664.0,563243.0,40.041837,-110.258651,SESE,18,5.0,S,3.0,W,U,DUCHESNE,N,N,Y,No,2014-03-01 00:00:00.000,14-20-H62-4633,INDIAN,INDIAN,,P,OW,52059.0,78212.0,41395.0,UTE,0,DEVELOPMENT,ANTELOPE CREEK
Ute Tribal 4H-15-55,43013512920000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6902.0,,,828,N,767,E,4433627.0,548852.0,40.05147,-110.427264,NENE,15,5.0,S,5.0,W,U,DUCHESNE,Y,N,N,No,,14-20-H62-5017,INDIAN,INDIAN,,LA,OW,,,,UTE,0,DEVELOPMENT,
LC Fee 8-6D-56,43013513420000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,6467.0,,,2050,S,742,E,4436043.0,534509.0,40.073946,-110.595286,NESE,6,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,2014-02-26 00:00:00.000,FEE,FEE,FEE,,P,OW,10620.0,35090.0,16734.0,,0,EXTENSION,
LC Tribal 9-26D-56,43013513810000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,7951.0,,,569,S,1832,E,4429188.0,540582.0,40.011916,-110.524495,SWSE,26,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,2015-06-20 00:00:00.000,2OG0005500,INDIAN,FEE,,P,OW,21831.0,44922.0,23619.0,,0,EXTENSION,
LC Tribal 15-20D-56,43013514430000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,7902.0,,,639,N,622,E,4430407.0,536141.0,40.0231,-110.576461,NENE,29,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,2OG0005500,INDIAN,FEE,,LA,OW,,,,,0,WILDCAT,
Ute Tribal 12-14D-55,43013504760000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6581.0,,,1926,S,1330,W,4432865.0,549494.0,40.044567,-110.419796,NESW,14,5.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-5016,INDIAN,INDIAN,,P,OW,15971.0,129533.0,6894.0,UTE,0,DEVELOPMENT,BRUNDAGE CANYON
Ute Tribal 21-03N,43013508060000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6309.0,,,649,N,1940,W,4432195.0,565643.0,40.037429,-110.230567,NENW,21,5.0,S,3.0,W,U,DUCHESNE,N,N,Y,No,2013-02-17 00:00:00.000,14-20-H62-3516,INDIAN,INDIAN,,P,OW,17380.0,14256.0,93346.0,UTE,0,DEVELOPMENT,ANTELOPE CREEK
LC Tribal 1-28D-56,43013508650000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,6693.0,,,1671,N,1243,E,4430098.0,537555.0,40.020254,-110.559909,SENE,28,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,2016-03-06 00:00:00.000,2OG-000-5500,INDIAN,FEE,,P,OW,27310.0,144585.0,16368.0,,0,EXTENSION,
SFW Fee 13-10D-54,43013508920000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6093.0,,,296,S,2160,W,4434033.0,557687.0,40.054569,-110.323653,SESW,10,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2019-03-07 00:00:00.000,FEE,FEE,FEE,2018-02-07 00:00:00.000,PA,D,,,,,0,DEVELOPMENT,
Ute Tribal 33-03,43013509500000,Berry Petroleum Comp±ny LLC,100222,ANTELOPE CREEK,6591.0,,,122,N,2622,W,4429141.0,565878.0,40.009897,-110.228123,NENW,33,5.0,S,3.0,W,U,DUCHESNE,N,N,Y,No,2013-09-20 00:00:00.000,14-20-H62-3522,INDIAN,INDIAN,,P,OW,38830.0,63824.0,19316.0,UTE,0,DEVELOPMENT,ANTELOPE CREEK
LC Tribal 11-3D-56,43013509660000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,7405.0,,,2411,S,2026,W,4436159.0,538535.0,40.074816,-110.548065,NESW,3,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,2013-05-27 00:00:00.000,2OG-000-5500,INDIAN,FEE,,P,OW,38419.0,304716.0,152413.0,,0,DEVELOPMENT,
Vieira Tribal 3-4D-54,43013521450000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6337.0,,,615,N,448,W,4437017.0,555551.0,40.081596,-110.348439,NWNW,4,5.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2014-12-25 00:00:00.000,14-20-H62-5659,INDIAN,FEE,,P,OW,16248.0,67158.0,13349.0,UTE,0,EXTENSION,
LC Tribal 2-32D-45,43013521130000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,6574.0,,,1034,N,713,E,4438326.0,545415.0,40.093997,-110.467227,NENE,32,4.0,S,5.0,W,U,DUCHESNE,N,N,Y,No,2015-04-28 00:00:00.000,2OG0005500,INDIAN,INDIAN,,P,OW,36634.0,29080.0,18699.0,UTE,0,WILDCAT,
Federal 10-9D-64,43013520410000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7270.0,,,1177,S,1330,E,4424682.0,556727.0,39.970389,-110.335725,SWSE,9,6.0,S,4.0,W,U,DUCHESNE,N,N,Y,Yes,,UTU77314,FEDERAL,FEDERAL,,DRL,OW,,,,,0,EXTENSION,
Federal 3-4D-64,43013519860000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,6715.0,,,1922,N,1273,W,4426936.0,555922.0,39.99075,-110.344957,SWNW,4,6.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,,UTU77314,FEDERAL,FEDERAL,,LA,OW,,,,,0,EXTENSION,
LC Tribal 9-2D-56,43013518930000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,7033.0,,,1690,N,891,E,4436501.0,540841.0,40.077789,-110.520999,SENE,2,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-6472,INDIAN,FEE,,LA,OW,,,,,0,EXTENSION,
LC Tribal 11-34D-56,43013519000000,Berry Petroleum Comp±ny LLC,100222,LAKE CANYON              ,8212.0,,,671,S,1634,E,4427614.0,539057.0,39.997807,-110.542458,SWSE,34,5.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,2OG0005500,INDIAN,FEE,,LA,OW,,,,,0,WILDCAT,
Federal 5-7D-64,43013519180000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,7428.0,,,1899,N,1595,W,4425322.0,552821.0,39.976409,-110.38141,SENW,7,6.0,S,4.0,W,U,DUCHESNE,N,N,Y,No,2014-11-12 00:00:00.000,UTU8894A,FEDERAL,FEDERAL,,P,OW,27352.0,85438.0,10381.0,,0,EXTENSION,
Federal 4-9D-65,43013540560000,Berry Petroleum Comp±ny LLC,100222,BRUNDAGE CANYON          ,,,,622,S,1011,E,4426044.0,545622.0,39.983334,-110.465668,SESE,5,6.0,S,5.0,W,U,DUCHESNE,N,N,Y,Yes,2023-10-02 00:00:00.000,UTU77329,FEDERAL,FEDERAL,,P,OW,,,,,0,DEVELOPMENT,
LC Tribal 5-4-56,43013335790000,Berry Petroleum Comp±ny,100221,LAKE CANYON              ,6648.0,,,1885,N,710,W,4436419.0,536530.0,40.077248,-110.571564,SWNW,4,5.0,S,6.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-5500,INDIAN,FEE,,LA,OW,,,,UTE,0,EXTENSION,
LC Tribal 4-27-46,43013336100000,Berry Petroleum Comp±ny,100221,ALTAMONT                 ,7169.0,,,822,N,896,W,4439958.0,537893.0,40.109072,-110.555371,NWNW,27,4.0,S,6.0,W,U,DUCHESNE,N,Y,N,No,2014-12-22 00:00:00.000,14-20-H62-5500,INDIAN,FEE,2013-11-22 00:00:00.000,PA,D,,,,UTE,0,DEVELOPMENT,
LC Fee 16-24D-47,43013521230000,Bill B±rrett Corp,100231,ALTAMONT                 ,6360.0,,,397,S,1492,E,4440291.0,532354.0,40.112304,-110.620346,SWSE,24,4.0,S,7.0,W,U,DUCHESNE,N,N,Y,No,,Fee,FEE,INDIAN,,LA,OW,,,,UTE,0,EXTENSION,
7-7D-36 BTR,43013509160000,Bill B±rrett Corp,100231,CEDAR RIM,6350.0,,,2343,N,1684,E,4453916.0,533794.0,40.234999,-110.602734,SWNE,7,3.0,S,6.0,W,U,DUCHESNE,N,N,Y,No,,14-20-H62-6440,INDIAN,FEE,,LA,OW,,,,,0,DEVELOPMENT,
7 DLB 7-35-46,43013333890000,Bill B±rrett Corp,100231,ALTAMONT                 ,7273.0,,,2016,N,1885,E,4437987.0,540251.0,40.091205,-110.527826,SWNE,35,4.0,S,6.0,W,U,DUCHESNE,N,N,N,No,,14-20-H62-5500,INDIAN,FEE,,LA,GW,,,,UTE,0,DEVELOPMENT,
Ute Tribal 33-1,43013300750000,Brinkerhoff Drilling Co,100287,ALTAMONT                 ,5727.0,,,1895,N,1694,E,4447722.0,546653.0,40.178579,-110.452025,SWNE,33,3.0,S,5.0,W,U,DUCHESNE,N,Y,N,No,,14-20-462-613,INDIAN,FEE,1971-12-05 00:00:00.000,PA,,0.0,0.0,0.0,,0,DEVELOPMENT,
US Govt 31-1,43013151130000,"C±mpbell, G S",100352,MONUMENT BUTTE,5320.0,,,1980,S,1980,E,4436244.0,581275.0,40.072543,-110.046851,NWSE,31,8.0,S,17.0,E,S,DUCHESNE,N,Y,N,No,,U-020433,FEDERAL,FEDERAL,1966-01-13 00:00:00.000,PA,GW,0.0,1400.0,0.0,,0,DEVELOPMENT,
Chasel Miller 1-1A2,43013300140000,Chevron USA Inc,100407,BLUEBELL,,6059.0,,2808,N,1521,W,4475391.0,579588.0,40.425348,-110.061776,SENW,1,1.0,S,2.0,W,U,DUCHESNE,N,Y,N,No,,FEE,FEE,INDIAN,1969-06-19 00:00:00.000,PA,OW,213249.0,96914.0,405690.0,,0,DEVELOPMENT,
